0.000000,0.000000,2.700000,1.100000,270.000000,0.000000,0.000000
0.033333,0.010000,2.690000,1.100000,268.710000,-1.410000,0.740000
0.066667,0.010000,2.680000,1.110000,267.410000,-2.820000,1.490000
0.100000,0.020000,2.670000,1.110000,266.120000,-4.230000,2.230000
0.133333,0.020000,2.650000,1.110000,267.300000,-2.600000,0.640000
0.166667,0.030000,2.640000,1.120000,268.480000,-0.960000,-0.950000
0.200000,0.030000,2.630000,1.120000,269.660000,0.680000,-2.540000
0.233333,0.040000,2.620000,1.120000,270.840000,2.310000,-4.130000
0.266667,0.040000,2.610000,1.130000,272.020000,3.950000,-5.730000
0.300000,0.050000,2.600000,1.130000,273.200000,5.590000,-7.320000
0.333333,0.050000,2.590000,1.130000,274.380000,7.220000,-8.910000
0.366667,0.060000,2.570000,1.140000,275.560000,8.860000,-10.500000
0.400000,0.060000,2.560000,1.140000,276.740000,10.500000,-12.090000
0.433333,0.050000,2.560000,1.150000,277.920000,12.140000,-13.680000
0.466667,0.040000,2.550000,1.150000,279.100000,13.770000,-15.270000
0.500000,0.030000,2.550000,1.160000,280.280000,15.410000,-16.870000
0.533333,0.020000,2.550000,1.160000,281.460000,17.050000,-18.460000
0.566667,0.010000,2.540000,1.170000,282.640000,18.680000,-20.050000
0.600000,0.000000,2.540000,1.170000,283.830000,20.320000,-21.640000
0.633333,-0.010000,2.540000,1.180000,285.010000,21.960000,-23.230000
0.666667,-0.020000,2.530000,1.180000,286.190000,23.590000,-24.820000
0.700000,-0.030000,2.530000,1.190000,287.370000,25.230000,-26.410000
0.733333,-0.050000,2.520000,1.190000,288.550000,26.870000,-28.010000
0.766667,-0.060000,2.520000,1.200000,289.730000,28.510000,-29.600000
0.800000,-0.060000,2.520000,1.190000,289.030000,28.800000,-30.340000
0.833333,-0.070000,2.520000,1.190000,288.330000,29.090000,-31.080000
0.866667,-0.080000,2.520000,1.180000,287.630000,29.390000,-31.820000
0.900000,-0.090000,2.520000,1.180000,286.930000,29.680000,-32.570000
0.933333,-0.100000,2.520000,1.170000,286.230000,29.980000,-33.310000
0.966667,-0.110000,2.530000,1.160000,287.780000,31.440000,-32.410000
1.000000,-0.110000,2.530000,1.160000,289.340000,32.900000,-31.520000
1.033333,-0.120000,2.530000,1.150000,290.890000,34.360000,-30.620000
1.066667,-0.130000,2.530000,1.150000,292.450000,35.820000,-29.720000
1.100000,-0.140000,2.530000,1.140000,294.000000,37.280000,-28.830000
1.133333,-0.140000,2.530000,1.140000,295.550000,38.740000,-27.930000
1.166667,-0.150000,2.530000,1.150000,297.110000,40.200000,-27.030000
1.200000,-0.150000,2.530000,1.150000,298.660000,41.660000,-26.140000
1.233333,-0.150000,2.530000,1.150000,300.220000,43.120000,-25.240000
1.266667,-0.150000,2.520000,1.150000,301.770000,44.580000,-24.350000
1.300000,-0.160000,2.520000,1.160000,303.330000,46.050000,-23.450000
1.333333,-0.160000,2.520000,1.160000,304.880000,47.510000,-22.550000
1.366667,-0.160000,2.520000,1.160000,306.430000,48.970000,-21.660000
1.400000,-0.170000,2.520000,1.160000,307.990000,50.430000,-20.760000
1.433333,-0.170000,2.520000,1.170000,309.540000,51.890000,-19.860000
1.466667,-0.170000,2.520000,1.170000,311.100000,53.350000,-18.970000
1.500000,-0.180000,2.520000,1.170000,312.650000,54.810000,-18.070000
1.533333,-0.170000,2.510000,1.180000,314.200000,56.270000,-17.170000
1.566667,-0.170000,2.510000,1.180000,315.760000,57.730000,-16.280000
1.600000,-0.160000,2.510000,1.190000,317.310000,59.190000,-15.380000
1.633333,-0.160000,2.510000,1.190000,318.870000,60.660000,-14.490000
1.666667,-0.150000,2.510000,1.200000,320.420000,62.120000,-13.590000
1.700000,-0.150000,2.500000,1.200000,319.460000,62.160000,-12.340000
1.733333,-0.140000,2.500000,1.210000,318.500000,62.190000,-11.100000
1.766667,-0.140000,2.500000,1.220000,317.540000,62.230000,-9.850000
1.800000,-0.130000,2.500000,1.220000,316.580000,62.270000,-8.610000
1.833333,-0.130000,2.490000,1.230000,315.620000,62.310000,-7.360000
1.866667,-0.120000,2.490000,1.220000,314.660000,62.350000,-6.120000
1.900000,-0.110000,2.490000,1.210000,313.700000,62.390000,-4.870000
1.933333,-0.100000,2.490000,1.200000,312.750000,62.430000,-3.630000
1.966667,-0.090000,2.490000,1.190000,311.790000,62.470000,-2.380000
2.000000,-0.080000,2.490000,1.180000,310.830000,62.500000,-1.140000
2.033333,-0.070000,2.490000,1.170000,309.870000,62.540000,0.110000
2.066667,-0.060000,2.490000,1.160000,308.910000,62.580000,1.350000
2.100000,-0.040000,2.490000,1.150000,307.950000,62.620000,2.600000
2.133333,-0.030000,2.490000,1.140000,306.990000,62.660000,3.840000
2.166667,-0.020000,2.490000,1.130000,306.030000,62.700000,5.090000
2.200000,-0.010000,2.490000,1.120000,305.070000,62.740000,6.330000
2.233333,0.000000,2.490000,1.110000,304.110000,62.780000,7.580000
2.266667,0.010000,2.490000,1.100000,303.150000,62.810000,8.830000
2.300000,0.020000,2.490000,1.090000,302.190000,62.850000,10.070000
2.333333,0.030000,2.490000,1.080000,301.230000,62.890000,11.320000
2.366667,0.040000,2.490000,1.070000,300.270000,62.930000,12.560000
2.400000,0.030000,2.490000,1.080000,299.870000,62.640000,11.940000
2.433333,0.020000,2.480000,1.090000,299.470000,62.340000,11.320000
2.466667,0.010000,2.480000,1.100000,299.070000,62.050000,10.700000
2.500000,0.000000,2.480000,1.100000,298.660000,61.750000,10.080000
2.533333,0.000000,2.490000,1.100000,298.260000,61.460000,9.460000
2.566667,-0.010000,2.490000,1.100000,297.860000,61.160000,8.830000
2.600000,-0.010000,2.490000,1.100000,297.450000,60.870000,8.210000
2.633333,-0.020000,2.500000,1.100000,297.050000,60.570000,7.590000
2.666667,-0.020000,2.500000,1.100000,296.650000,60.280000,6.970000
2.700000,-0.030000,2.500000,1.100000,296.250000,59.980000,6.350000
2.733333,-0.030000,2.510000,1.100000,295.840000,59.690000,5.730000
2.766667,-0.040000,2.510000,1.100000,295.440000,59.390000,5.110000
2.800000,-0.040000,2.510000,1.100000,295.040000,59.100000,4.490000
2.833333,-0.050000,2.520000,1.100000,294.640000,58.800000,3.870000
2.866667,-0.050000,2.520000,1.100000,294.230000,58.510000,3.250000
2.900000,-0.060000,2.520000,1.100000,293.830000,58.210000,2.620000
2.933333,-0.060000,2.520000,1.100000,293.430000,57.920000,2.000000
2.966667,-0.070000,2.530000,1.100000,293.030000,57.620000,1.380000
3.000000,-0.070000,2.530000,1.100000,292.620000,57.330000,0.760000
3.033333,-0.080000,2.530000,1.100000,292.220000,57.030000,0.140000
3.066667,-0.080000,2.540000,1.110000,291.820000,56.740000,-0.480000
3.100000,-0.070000,2.540000,1.090000,291.420000,56.440000,-1.100000
3.133333,-0.060000,2.540000,1.080000,291.010000,56.150000,-1.720000
3.166667,-0.050000,2.540000,1.070000,290.610000,55.850000,-2.340000
3.200000,-0.030000,2.540000,1.060000,290.210000,55.560000,-2.960000
3.233333,-0.020000,2.540000,1.050000,289.810000,55.270000,-3.590000
3.266667,-0.010000,2.540000,1.040000,289.400000,54.970000,-4.210000
3.300000,0.000000,2.540000,1.030000,289.000000,54.680000,-4.830000
3.333333,0.010000,2.540000,1.020000,288.850000,54.460000,-4.900000
3.366667,0.020000,2.540000,1.010000,288.700000,54.250000,-4.960000
3.400000,0.040000,2.540000,1.000000,288.560000,54.040000,-5.030000
