t,x,y,z,roll,pitch,yaw
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03333333333333333,0.006459413073796323,-0.008297404082658288,0.005180786027900249,-0.06480855913877805,-0.3110637540172095,-0.23405323753862414
0.06666666666666667,0.012918826147592646,-0.016594808165316575,0.010361572055800497,-0.1296171182775561,-0.622127508034419,-0.4681064750772483
0.1,0.019378239221388968,-0.024892212247974863,0.015542358083700747,-0.19442567741633415,-0.9331912620516285,-0.7021597126158724
0.13333333333333333,0.025837652295185292,-0.03318961633063315,0.020723144111600995,-0.2592342365551122,-1.244255016068838,-0.9362129501544966
0.16666666666666666,0.030871127694715506,-0.03382850610503034,0.031288643267613735,-0.3240427956938902,-1.5553187700860474,-1.1702661876931206
0.2,0.035904603094245716,-0.03446739587942753,0.04185414242362648,-0.38885135483266825,-1.8663825241032568,-1.4043194252317448
0.23333333333333334,0.040938078493775926,-0.03510628565382472,0.052419641579639215,-0.4536599139714463,-2.1774462781204664,-1.638372662770369
0.26666666666666666,0.045971553893306136,-0.035745175428221906,0.06298514073565195,-0.5184684731102244,-2.488510032137676,-1.8724259003089931
0.3,0.051005029292836346,-0.036384065202619095,0.07355063989166469,-0.5832770322490024,-2.7995737861548853,-2.106479137847617
0.3333333333333333,0.056038504692366556,-0.037022954977016284,0.08411613904767742,-0.6480855913877804,-3.1106375401720947,-2.3405323753862413
0.36666666666666664,0.061071980091896766,-0.03766184475141347,0.09468163820369016,-0.7128941505265585,-3.421701294189304,-2.5745856129248654
0.4,0.06610545549142698,-0.03830073452581066,0.1052471373597029,-0.7777027096653365,-3.7327650482065136,-2.8086388504634896
0.43333333333333335,0.07113893089095719,-0.03893962430020785,0.11581263651571563,-0.8425112688041145,-4.043828802223723,-3.0426920880021138
0.4666666666666667,0.0761724062904874,-0.03957851407460504,0.12637813567172837,-0.9073198279428926,-4.354892556240933,-3.276745325540738
0.5,0.0812058816900176,-0.04021740384900223,0.1369436348277411,-0.9721283870816706,-4.665956310258142,-3.510798563079362
0.5333333333333333,0.08623935708954782,-0.04085629362339942,0.14750913398375384,-1.0369369462204487,-4.977020064275352,-3.7448518006179863
0.5666666666666667,0.09127283248907803,-0.041495183397796606,0.15807463313976658,-1.1017455053592269,-5.288083818292561,-3.9789050381566105
0.6,0.09630630788860824,-0.042134073172193795,0.16864013229577932,-1.166554064498005,-5.599147572309771,-4.212958275695234
0.6333333333333333,0.10133978328813845,-0.042772962946590984,0.17920563145179205,-1.2313626236367832,-5.91021132632698,-4.447011513233858
0.6666666666666666,0.10637325868766866,-0.04341185272098817,0.1897711306078048,-1.2961711827755613,-6.221275080344189,-4.681064750772482
0.7,0.11140673408719887,-0.04405074249538536,0.20033662976381753,-1.3609797419143395,-6.532338834361399,-4.915117988311105
0.7333333333333333,0.11644020948672908,-0.04468963226978255,0.21090212891983026,-1.4257883010531176,-6.843402588378608,-5.149171225849729
0.7666666666666666,0.12147368488625929,-0.04532852204417974,0.221467628075843,-1.4905968601918957,-7.154466342395818,-5.383224463388353
0.8,0.1265071602857895,-0.04596741181857693,0.23203312723185573,-0.5868417903761258,-8.285825065983449,-5.501015534856155
0.8333333333333334,0.13154063568531973,-0.04660630159297412,0.24259862638786847,0.3169132794396441,-9.41718378957108,-5.618806606323957
0.8666666666666667,0.13657411108484996,-0.047245191367371306,0.25316412554388124,1.220668349255414,-10.548542513158711,-5.736597677791758
0.9,0.14160758648438018,-0.047884081141768495,0.26372962469989397,2.124423419071184,-11.679901236746343,-5.85438874925956
0.9333333333333333,0.14091537983911426,-0.04878921742126501,0.2597769741116648,3.028178488886954,-12.811259960333974,-5.972179820727362
0.9666666666666667,0.14022317319384833,-0.04969435370076153,0.2558243235234356,3.931933558702724,-13.942618683921605,-6.089970892195164
1.0,0.1395309665485824,-0.050599489980258046,0.2518716729352064,4.8356886285184935,-15.073977407509236,-6.207761963662966
