t,x,y,z,roll,pitch,yaw
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03333333333333333,0.001928541702637241,-0.011441726400012961,0.005026633289005696,-1.5926169814620978,1.5089106214968506,-0.6387603177535831
0.06666666666666667,0.00871448063314204,-0.01982592391929617,-0.004159463679087539,-3.1852339629241957,3.0178212429937012,-1.2775206355071662
0.1,0.015500419563646839,-0.028210121438579375,-0.013345560647180774,-4.7778509443862935,4.526731864490552,-1.9162809532607494
0.13333333333333333,0.02228635849415164,-0.03659431895786258,-0.02253165761527401,-6.370467925848391,6.0356424859874025,-2.5550412710143324
0.16666666666666666,0.02907229742465644,-0.04497851647714579,-0.031717754583367244,-7.963084907310489,7.544553107484253,-3.1938015887679154
0.2,0.035858236355161235,-0.053362713996429,-0.04090385155146048,-9.555701888772587,9.053463728981104,-3.8325619065214984
0.23333333333333334,0.04264417528566603,-0.06174691151571221,-0.050089948519553715,-11.148318870234686,10.562374350477954,-4.471322224275082
0.26666666666666666,0.04943011421617083,-0.07013110903499542,-0.05927604548764695,-12.740935851696783,12.071284971974805,-5.110082542028665
0.3,0.056216053146675625,-0.07851530655427863,-0.06846214245574019,-14.33355283315888,13.580195593471656,-5.748842859782248
0.3333333333333333,0.06300199207718042,-0.08689950407356184,-0.07764823942383342,-15.926169814620977,15.089106214968506,-6.387603177535831
0.36666666666666664,0.06978793100768522,-0.09528370159284505,-0.08683433639192666,-17.518786796083074,16.598016836465355,-7.026363495289414
0.4,0.07657386993819003,-0.10366789911212826,-0.09602043336001989,-19.11140377754517,18.106927457962207,-7.665123813042997
0.43333333333333335,0.08335980886869483,-0.11205209663141147,-0.10520653032811313,-20.704020759007268,19.61583807945906,-8.30388413079658
0.4666666666666667,0.09014574779919964,-0.12043629415069468,-0.11439262729620636,-19.95378126859023,21.286959546689484,-9.277443250871709
0.5,0.09693168672970444,-0.1288204916699779,-0.1235787242642996,-19.203541778173193,22.95808101391991,-10.251002370946837
0.5333333333333333,0.10371762566020924,-0.1372046891892611,-0.13276482123239283,-18.453302287756156,24.629202481150333,-11.224561491021966
0.5666666666666667,0.11050356459071405,-0.1455888867085443,-0.14195091820048605,-17.70306279733912,26.300323948380758,-12.198120611097094
0.6,0.11728950352121885,-0.15397308422782752,-0.1511370151685793,-16.95282330692208,27.971445415611182,-13.171679731172222
0.6333333333333333,0.12407544245172365,-0.16235728174711073,-0.16032311213667255,-16.202583816505044,29.642566882841606,-14.14523885124735
0.6666666666666666,0.13086138138222844,-0.17074147926639394,-0.1695092091047658,-15.452344326088006,31.31368835007203,-15.11879797132248
0.7,0.13764732031273325,-0.17912567678567715,-0.17869530607285905,-14.70210483567097,32.984809817302455,-16.09235709139761
0.7333333333333333,0.13888306945225654,-0.1816111041723828,-0.16583474905444334,-13.951865345253932,34.65593128453288,-17.06591621147274
0.7666666666666666,0.14011881859177983,-0.18409653155908845,-0.15297419203602763,-13.201625854836895,36.32705275176331,-18.03947533154787
0.8,0.14135456773130312,-0.1865819589457941,-0.14011363501761193,-12.451386364419857,37.99817421899374,-19.013034451623
0.8333333333333334,0.1425903168708264,-0.18906738633249975,-0.12725307799919622,-11.70114687400282,39.66929568622417,-19.98659357169813
0.8666666666666667,0.1438260660103497,-0.1915528137192054,-0.11439252098078052,-10.950907383585783,41.340417153454595,-20.96015269177326
0.9,0.14506181514987299,-0.19403824110591106,-0.10153196396236483,-10.852311674640143,40.22075632645117,-21.325593753809407
0.9333333333333333,0.14629756428939628,-0.1965236684926167,-0.08867140694394914,-10.753715965694504,39.10109549944775,-21.691034815845555
0.9666666666666667,0.14753331342891957,-0.19900909587932236,-0.07581084992553344,-10.655120256748864,37.98143467244433,-22.056475877881702
1.0,0.14876906256844286,-0.20149452326602801,-0.06295029290711775,-10.556524547803225,36.86177384544091,-22.42191693991785
1.0333333333333332,0.15000481170796615,-0.20397995065273367,-0.05008973588870205,-10.457928838857585,35.742113018437486,-22.787358001953997
1.0666666666666667,0.15124056084748944,-0.20646537803943932,-0.03722917887028636,-10.359333129911946,34.622452191434064,-23.152799063990145
1.1,0.15247630998701273,-0.20895080542614497,-0.024368621851870664,-10.260737420966306,33.50279136443064,-23.518240126026292
1.1333333333333333,0.15371205912653602,-0.21143623281285062,-0.01150806483345497,-10.162141712020667,32.38313053742722,-23.88368118806244
1.1666666666666667,0.1549478082660593,-0.21392166019955627,0.001352492184960724,-10.063546003075027,31.2634697104238,-24.249122250098587
1.2,0.1561835574055826,-0.21640708758626193,0.014213049203376418,-9.964950294129387,30.143808883420377,-24.614563312134734
1.2333333333333334,0.15741930654510589,-0.21889251497296758,0.027073606221792113,-9.866354585183748,29.024148056416955,-24.980004374170882
1.2666666666666666,0.15865505568462918,-0.22137794235967323,0.03993416324020781,-9.767758876238108,27.904487229413533,-25.34544543620703
1.3,0.15989080482415247,-0.22386336974637888,0.0527947202586235,-9.669163167292469,26.78482640241011,-25.710886498243177
1.3333333333333333,0.16112655396367576,-0.22634879713308453,0.0656552772770392,-9.57056745834683,25.66516557540669,-26.076327560279324
1.3666666666666667,0.16236230310319905,-0.22883422451979019,0.07851583429545489,-9.47197174940119,24.545504748403268,-26.44176862231547
1.4,0.16359805224272234,-0.23131965190649584,0.09137639131387058,-9.37337604045555,23.425843921399846,-26.80720968435162
