0.000000,0.900000,0.800000,1.200000,180.000000,0.000000,0.000000
0.033333,0.900000,0.800000,1.200000,178.710000,2.310000,0.140000
0.066667,0.890000,0.790000,1.200000,177.420000,4.610000,0.290000
0.100000,0.890000,0.790000,1.200000,176.130000,6.920000,0.430000
0.133333,0.880000,0.780000,1.210000,174.840000,9.230000,0.570000
0.166667,0.880000,0.780000,1.210000,175.120000,8.070000,1.640000
0.200000,0.870000,0.770000,1.210000,175.400000,6.920000,2.720000
0.233333,0.870000,0.770000,1.210000,175.680000,5.770000,3.790000
0.266667,0.860000,0.760000,1.210000,175.950000,4.610000,4.860000
0.300000,0.860000,0.760000,1.210000,176.230000,3.460000,5.930000
0.333333,0.860000,0.760000,1.220000,176.510000,2.310000,7.000000
0.366667,0.860000,0.760000,1.220000,176.790000,1.160000,8.080000
0.400000,0.860000,0.770000,1.230000,177.060000,0.000000,9.150000
0.433333,0.860000,0.770000,1.230000,176.800000,-1.030000,9.400000
0.466667,0.860000,0.770000,1.240000,176.530000,-2.070000,9.650000
0.500000,0.850000,0.770000,1.240000,176.270000,-3.110000,9.900000
0.533333,0.850000,0.780000,1.250000,176.000000,-4.150000,10.150000
0.566667,0.850000,0.780000,1.250000,175.740000,-5.180000,10.390000
0.600000,0.850000,0.780000,1.260000,175.470000,-6.220000,10.640000
0.633333,0.850000,0.790000,1.260000,175.200000,-7.260000,10.890000
0.666667,0.850000,0.790000,1.270000,174.940000,-8.300000,11.140000
0.700000,0.850000,0.790000,1.270000,174.670000,-9.330000,11.390000
0.733333,0.850000,0.790000,1.270000,173.240000,-7.800000,12.350000
0.766667,0.850000,0.800000,1.280000,171.800000,-6.260000,13.300000
0.800000,0.850000,0.800000,1.280000,170.370000,-4.720000,14.260000
0.833333,0.850000,0.800000,1.290000,168.930000,-3.180000,15.210000
0.866667,0.850000,0.810000,1.290000,167.490000,-1.640000,16.170000
0.900000,0.850000,0.810000,1.300000,166.060000,-0.100000,17.120000
0.933333,0.850000,0.800000,1.300000,164.620000,1.430000,18.080000
0.966667,0.850000,0.800000,1.300000,163.190000,2.970000,19.030000
1.000000,0.840000,0.790000,1.310000,161.750000,4.510000,19.990000
1.033333,0.840000,0.780000,1.320000,162.030000,4.270000,19.970000
1.066667,0.830000,0.780000,1.320000,162.320000,4.020000,19.940000
1.100000,0.830000,0.770000,1.330000,162.600000,3.780000,19.920000
1.133333,0.820000,0.760000,1.330000,162.880000,3.530000,19.900000
